@RELATION Drogoz_IBL

@ATTRIBUTE celda[8][10] NUMERIC
@ATTRIBUTE celda[9][10] NUMERIC
@ATTRIBUTE celda[9][11] NUMERIC
@ATTRIBUTE celda[10][10] NUMERIC
@ATTRIBUTE celda[11][10] NUMERIC
@ATTRIBUTE celda[10][11] NUMERIC
@ATTRIBUTE celda[11][11] NUMERIC
@ATTRIBUTE celda[10][12] NUMERIC
@ATTRIBUTE celda[11][12] NUMERIC
@ATTRIBUTE marioMode NUMERIC
@ATTRIBUTE coins NUMERIC
@ATTRIBUTE coinsGained NUMERIC
@ATTRIBUTE distancePassedCells NUMERIC
@ATTRIBUTE foso {1, 0}
@ATTRIBUTE obstaculo {1, 0}
@ATTRIBUTE enemys {1, 0}
@ATTRIBUTE coins_24 NUMERIC
@ATTRIBUTE timeLeft NUMERIC
@ATTRIBUTE reward NUMERIC
@ATTRIBUTE ACTION {PARADO, SALTA, AVANZA, JUMP-ADVANCE}
@ATTRIBUTE cluster STRING
@data
0, 0, 0, 0, -60, 0, -60, -60, -60, 2, 0, 0, 10, 0, 0, 0, 0, 197, -1, AVANZA, no_danger
0, 0, 0, 0, -60, 0, -60, -60, -60, 2, 0, 0, 10, 0, 0, 0, 0, 196, -1, JUMP-RIGHT, no_danger
0, 0, 0, 0, -60, -60, -60, -60, -60, 2, 0, 0, 11, 0, 0, 0, 0, 196, -1, AVANZA, no_danger
0, 0, 0, 0, -60, -60, -60, -60, -60, 2, 0, 0, 11, 0, 0, 0, 0, 196, -1, AVANZA, no_danger
0, -60, -60, -60, 0, -60, 0, -60, 0, 2, 0, 0, 12, 0, 1, 0, 0, 196, -1, AVANZA, peligro
0, -60, -60, -60, 0, -60, 0, -60, 0, 2, 0, 0, 12, 0, 1, 0, 0, 196, -1, JUMP-RIGHT, peligro
0, -60, -60, -60, 0, -60, 0, -60, 0, 2, 0, 0, 12, 0, 1, 0, 0, 196, -1, AVANZA, peligro
0, -60, -60, -60, 0, -60, 0, -60, 0, 2, 0, 0, 12, 0, 1, 0, 0, 196, -1, AVANZA, peligro
0, -60, -60, -60, 0, -60, 0, -60, 0, 2, 0, 0, 12, 0, 1, 0, 0, 196, -1, AVANZA, peligro
0, -60, -60, -60, 0, -60, 0, -60, 0, 2, 0, 0, 12, 0, 1, 0, 0, 196, -1, AVANZA, peligro
0, -60, -60, -60, 0, -60, 0, -60, 0, 2, 0, 0, 12, 0, 1, 0, 0, 196, -1, AVANZA, peligro
0, -60, -60, -60, 0, -60, 0, -60, 0, 2, 0, 0, 12, 0, 1, 0, 0, 196, -1, JUMP-RIGHT, peligro
0, 0, 0, -60, -60, -60, -60, -60, -60, 2, 0, 0, 12, 0, 0, 0, 0, 196, -1, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 2, 0, 0, 12, 0, 0, 0, 0, 196, -1, JUMP-RIGHT, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 2, 0, 0, 12, 0, 0, 0, 0, 196, -1, JUMP-RIGHT, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 2, 0, 0, 13, 0, 0, 0, 0, 196, -1, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 2, 0, 0, 13, 0, 0, 0, 0, 195, -1, JUMP-RIGHT, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 2, 0, 0, 13, 0, 0, 0, 0, 195, -1, AVANZA, no_danger
0, 0, -85, -60, -60, -60, -60, -60, -60, 2, 0, 0, 14, 0, 1, 0, 0, 195, -1, AVANZA, peligro
0, 0, -85, -60, -60, -60, -60, -60, -60, 2, 0, 0, 14, 0, 1, 0, 0, 195, -1, AVANZA, peligro
0, 0, -85, -60, -60, -60, -60, -60, -60, 2, 0, 0, 14, 0, 1, 0, 0, 195, -1, JUMP-RIGHT, peligro
0, -85, -85, -60, -60, -60, -60, -60, -60, 2, 0, 0, 15, 0, 1, 0, 0, 195, -1, AVANZA, peligro
0, -85, -85, -60, -60, -60, -60, -60, -60, 2, 0, 0, 15, 0, 1, 0, 0, 195, -1, AVANZA, peligro
0, 0, 0, -85, -60, -85, -60, 0, -60, 2, 0, 0, 15, 0, 0, 0, 0, 195, -1, AVANZA, no_danger
0, 0, 0, 0, -85, 0, -85, 0, 0, 2, 0, 0, 15, 0, 0, 0, 0, 195, -1, JUMP-RIGHT, no_danger
0, 0, 0, 0, -85, 0, -85, 0, 0, 2, 0, 0, 15, 0, 0, 0, 0, 195, -1, AVANZA, no_danger
0, 0, 0, 0, -85, 0, 0, 0, 0, 2, 0, 0, 16, 0, 0, 0, 0, 195, -1, AVANZA, no_danger
0, 0, 0, 0, -85, 0, 0, 0, 0, 2, 0, 0, 16, 0, 0, 0, 0, 195, -1, AVANZA, no_danger
0, 0, 0, 0, -85, 0, 0, 0, 0, 2, 0, 0, 16, 0, 0, 0, 0, 195, -1, JUMP-RIGHT, no_danger
0, 0, 0, 0, -60, 0, -60, 0, -60, 2, 0, 0, 17, 0, 0, 0, 0, 195, -1, JUMP-RIGHT, no_danger
0, 0, 0, 0, -60, 0, -60, 0, -60, 2, 0, 0, 17, 0, 0, 0, 0, 195, -1, AVANZA, no_danger
0, 0, 0, 0, -60, 0, -60, 0, -60, 2, 0, 0, 17, 0, 0, 0, 0, 194, -1, AVANZA, no_danger
0, 0, 0, 0, -60, 0, -60, 0, -60, 2, 2, 0, 18, 0, 0, 0, 0, 194, -1, JUMP-RIGHT, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 2, 2, 0, 18, 0, 0, 0, 0, 194, -1, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 2, 4, 0, 19, 0, 0, 0, 0, 194, -1, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 2, 4, 0, 19, 0, 0, 0, 0, 194, -1, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 2, 6, 0, 20, 0, 0, 0, 0, 194, -1, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 2, 6, 0, 20, 0, 0, 0, 0, 194, -1, JUMP-RIGHT, no_danger
0, 0, -60, 0, -60, -60, -60, -60, -60, 2, 8, 0, 21, 0, 1, 0, 0, 194, -1, AVANZA, peligro
0, 0, 80, 0, 0, -60, -60, -60, -60, 2, 8, 0, 21, 0, 0, 1, 0, 194, -1, AVANZA, peligro
0, 80, 0, -60, -60, -60, -60, -60, -60, 1, 8, 0, 22, 0, 0, 1, 0, 194, -43, AVANZA, peligro
0, 0, 0, -60, -60, -60, -60, -60, -60, 1, 8, 0, 23, 0, 0, 0, 0, 194, -33, AVANZA, no_danger
0, 0, 0, 0, -60, 0, -60, 0, -60, 1, 8, 0, 23, 0, 0, 0, 0, 194, -33, AVANZA, no_danger
0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 8, 0, 24, 0, 0, 0, 0, 194, -33, AVANZA, no_danger
0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 8, 0, 24, 0, 0, 0, 0, 194, -33, JUMP-RIGHT, no_danger
0, 0, 0, 0, 0, 2, 2, 2, 2, 1, 8, 0, 25, 0, 0, 0, 0, 194, -33, AVANZA, no_danger
0, 0, 0, 0, 0, 2, 2, 2, 2, 1, 8, 0, 25, 0, 0, 0, 0, 193, -33, JUMP-RIGHT, no_danger
0, 0, 0, 2, 2, 2, 2, 2, 2, 1, 11, 0, 26, 0, 0, 0, 0, 193, -33, JUMP-RIGHT, no_danger
0, 0, 0, 2, 2, 2, 2, 2, 2, 1, 11, 0, 26, 0, 0, 0, 0, 193, -33, AVANZA, no_danger
0, 0, 2, 2, 0, 2, -24, 2, -24, 1, 10, 1, 26, 0, 0, 0, 0, 193, -17, AVANZA, no_danger
0, 2, 2, 2, -24, 2, -24, 2, 0, 1, 14, 1, 27, 0, 0, 0, 1, 193, -17, AVANZA, moneda
2, 2, 2, -24, -60, -24, -60, 0, -60, 1, 13, 2, 27, 0, 0, 0, 1, 193, -1, AVANZA, moneda
2, 2, 2, -24, -60, 0, -60, 0, -60, 1, 15, 4, 28, 0, 0, 0, 2, 193, 31, JUMP-RIGHT, moneda
2, 2, 2, -24, -60, 0, -60, 0, -60, 1, 15, 4, 28, 0, 0, 0, 4, 193, 31, AVANZA, moneda
0, 0, 2, -24, -60, 0, -60, 0, -60, 1, 13, 6, 28, 0, 0, 0, 4, 193, 63, JUMP-RIGHT, no_danger
2, 2, 0, 0, -60, 0, -60, 0, 0, 1, 16, 6, 29, 0, 0, 0, 6, 193, 63, JUMP-RIGHT, moneda
0, 2, 0, 2, 0, 0, 0, 0, 0, 1, 16, 6, 29, 0, 0, 0, 6, 193, 63, JUMP-RIGHT, moneda
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17, 7, 30, 1, 0, 0, 6, 193, 79, JUMP-RIGHT, peligro
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17, 7, 30, 1, 0, 0, 7, 193, 79, JUMP-RIGHT, peligro
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17, 7, 30, 1, 0, 0, 7, 193, 79, JUMP-RIGHT, peligro
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17, 7, 31, 1, 0, 0, 7, 193, 79, AVANZA, peligro
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17, 7, 31, 1, 0, 0, 7, 192, 79, JUMP-RIGHT, peligro
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17, 7, 31, 1, 0, 0, 7, 192, 79, AVANZA, peligro
0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 17, 7, 32, 0, 0, 0, 7, 192, 79, AVANZA, no_danger
0, 0, 0, 0, 0, 0, -24, 2, -24, 1, 13, 7, 32, 0, 0, 0, 7, 192, 79, JUMP-RIGHT, no_danger
0, 0, 0, 0, -60, -24, -60, -24, -60, 1, 13, 7, 32, 0, 0, 0, 7, 192, 79, AVANZA, no_danger
0, -24, -24, -60, 0, -60, 0, -60, 0, 1, 16, 7, 33, 0, 1, 0, 7, 192, 79, AVANZA, peligro
0, -24, -24, -60, 0, -60, 0, -60, 0, 1, 16, 7, 33, 0, 1, 0, 7, 192, 79, AVANZA, peligro
0, -24, -24, -60, 0, -60, 0, -60, 0, 1, 16, 7, 33, 0, 1, 0, 7, 192, 79, JUMP-RIGHT, peligro
0, -24, -24, -60, 0, -60, 0, -60, 0, 1, 16, 7, 33, 0, 1, 0, 7, 192, 79, JUMP-RIGHT, peligro
0, -24, -24, -60, 0, -60, 0, -60, 0, 1, 16, 7, 33, 0, 1, 0, 7, 192, 79, AVANZA, peligro
0, -24, -24, -60, 0, -60, 0, -60, 0, 1, 15, 7, 33, 0, 1, 0, 7, 192, 79, JUMP-RIGHT, peligro
0, -24, -24, -60, 0, -60, 0, -60, 0, 1, 15, 7, 33, 0, 1, 0, 7, 192, 79, JUMP-RIGHT, peligro
0, -24, -24, -60, 0, -60, 0, -60, 0, 1, 15, 7, 33, 0, 1, 0, 7, 192, 79, AVANZA, peligro
0, -24, -24, -60, 0, -60, 0, -60, 0, 1, 16, 7, 33, 0, 1, 0, 6, 192, 79, JUMP-RIGHT, peligro
0, -24, -24, -60, 0, -60, 0, -60, 0, 1, 16, 7, 33, 0, 1, 0, 6, 192, 79, JUMP-RIGHT, peligro
0, -24, -24, -60, 0, -60, 0, -60, 0, 0, 16, 7, 33, 0, 1, 0, 5, 191, 37, JUMP-RIGHT, peligro
0, -24, -24, -60, 0, -60, 0, -60, 0, 0, 16, 7, 33, 0, 1, 0, 3, 191, 37, JUMP-RIGHT, peligro
0, -24, -24, -60, 0, -60, 0, -60, 0, 0, 16, 7, 33, 0, 1, 0, 3, 191, 37, AVANZA, peligro
0, 0, 2, -24, -60, -24, -60, -24, -60, 0, 16, 7, 33, 0, 0, 0, 1, 191, 37, JUMP-RIGHT, no_danger
0, 0, 2, -24, -60, -24, -60, -24, -60, 0, 16, 7, 33, 0, 0, 0, 1, 191, 37, JUMP-RIGHT, no_danger
0, 0, 2, -24, -60, -24, -60, -24, -60, 0, 16, 7, 33, 0, 0, 0, 1, 191, 37, AVANZA, no_danger
2, 2, 2, -24, -60, -24, -60, 0, -60, 0, 19, 7, 34, 0, 0, 0, 0, 191, 37, JUMP-RIGHT, moneda
2, 2, 2, -24, -60, -24, -60, 0, -60, 0, 19, 7, 34, 0, 0, 0, 0, 191, 37, AVANZA, moneda
2, 2, 2, -24, -60, -24, -60, 0, -60, 0, 19, 7, 34, 0, 0, 0, 0, 191, 37, AVANZA, moneda
2, 2, 2, -24, -60, -24, -60, 0, -60, 0, 19, 7, 34, 0, 0, 0, 0, 191, 37, AVANZA, moneda
2, 2, 2, -24, -60, -24, -60, 0, -60, 0, 19, 7, 34, 0, 0, 0, 0, 191, 37, AVANZA, moneda
0, 0, 2, -24, -60, -24, -60, 0, -60, 0, 17, 9, 34, 0, 0, 0, 0, 191, 69, JUMP-RIGHT, no_danger
0, 2, 2, 2, -24, 2, 0, 2, 80, 0, 20, 9, 35, 0, 0, 0, 2, 191, 69, AVANZA, moneda
0, 2, 2, 2, -24, 2, 0, 2, 80, 0, 20, 9, 35, 0, 0, 0, 2, 191, 69, JUMP-RIGHT, moneda
0, 2, 2, 2, -24, 2, 80, 2, 0, 0, 20, 9, 35, 0, 0, 0, 2, 191, 69, JUMP-RIGHT, moneda
0, 0, 2, 2, -24, 2, 80, 2, 0, 0, 19, 10, 35, 0, 0, 0, 2, 190, 85, JUMP-RIGHT, no_danger
0, 2, 2, 2, 80, 2, 0, 2, 0, 0, 23, 10, 36, 0, 0, 0, 3, 190, 85, JUMP-RIGHT, moneda
2, 2, 2, 80, -60, 0, -60, 0, -60, 0, 21, 11, 36, 0, 0, 1, 3, 190, 101, JUMP-RIGHT, peligro
0, 0, 2, 80, -60, 0, -60, 0, -60, 0, 19, 13, 36, 0, 0, 1, 4, 190, 133, JUMP-RIGHT, peligro
2, 2, 2, 0, -60, 0, -60, -24, -60, 0, 22, 13, 37, 0, 0, 0, 6, 190, 133, AVANZA, moneda
2, 0, 0, -60, 0, -60, 0, -60, 0, 0, 22, 13, 37, 0, 0, 0, 6, 190, 143, JUMP-RIGHT, moneda
2, 2, 2, 0, -60, 0, -60, -24, -60, 0, 22, 13, 37, 0, 0, 0, 6, 190, 143, AVANZA, moneda
0, 2, 0, 2, 0, 0, -24, -24, -60, 0, 26, 15, 38, 0, 0, 0, 6, 190, 175, JUMP-RIGHT, moneda
0, 2, 0, 2, 0, 0, -24, -24, -60, 0, 26, 15, 38, 0, 0, 0, 8, 190, 175, AVANZA, moneda
0, 2, 0, 2, 0, 0, -24, -24, -60, 0, 26, 15, 38, 0, 0, 0, 8, 190, 175, AVANZA, moneda
0, 0, 0, 2, 0, 0, -24, -24, -60, 0, 25, 16, 38, 0, 0, 0, 8, 190, 191, JUMP-RIGHT, no_danger
0, 0, 0, 0, -24, -24, -60, 0, -60, 0, 28, 16, 39, 0, 0, 0, 9, 190, 191, AVANZA, no_danger
0, 0, -24, -24, -60, -60, -60, -60, -60, 0, 23, 17, 39, 0, 1, 0, 9, 190, 207, AVANZA, peligro
0, 0, -24, -24, -60, -60, -60, -60, -60, 0, 23, 17, 39, 0, 1, 0, 10, 190, 207, JUMP-RIGHT, peligro
0, -24, 0, -60, -60, -60, -60, -60, -60, 0, 22, 17, 40, 0, 1, 0, 10, 190, 207, AVANZA, peligro
0, -24, 0, -60, -60, -60, -60, -60, -60, 0, 22, 17, 40, 0, 1, 0, 10, 189, 207, JUMP-RIGHT, peligro
0, -24, 0, -60, -60, -60, -60, -60, -60, 0, 22, 17, 40, 0, 1, 0, 10, 189, 207, JUMP-RIGHT, peligro
0, 0, 2, -24, -60, 0, -60, 0, -60, 0, 26, 17, 40, 0, 0, 0, 10, 189, 207, JUMP-RIGHT, no_danger
0, 0, 2, 0, -24, 2, 0, 2, 0, 0, 30, 17, 40, 0, 0, 0, 10, 189, 207, JUMP-RIGHT, no_danger
0, 0, 2, 0, -24, 2, 0, 2, 0, 0, 30, 17, 40, 0, 0, 0, 10, 189, 207, AVANZA, no_danger
0, 0, -24, 2, 2, 2, 2, 2, 2, 0, 30, 17, 41, 0, 1, 0, 10, 189, 207, AVANZA, peligro
0, 2, 2, 2, 0, 2, 0, 2, -24, 0, 30, 17, 41, 0, 0, 0, 8, 189, 207, JUMP-RIGHT, moneda
0, 2, 2, 2, 0, 2, 0, 2, -24, 0, 30, 17, 41, 0, 0, 0, 8, 189, 207, AVANZA, moneda
0, 2, 2, 2, 0, 2, 0, 2, -24, 0, 30, 17, 41, 0, 0, 0, 8, 189, 207, JUMP-RIGHT, moneda
2, 2, 2, 0, -60, 0, -60, -24, -60, 0, 26, 17, 41, 0, 0, 0, 8, 189, 207, JUMP-RIGHT, moneda
0, 0, 2, 0, -60, 0, -60, -24, -60, 0, 24, 19, 41, 0, 0, 0, 7, 189, 239, AVANZA, no_danger
2, 2, 2, 0, -60, -24, -60, 0, -60, 0, 24, 19, 42, 0, 0, 0, 9, 189, 239, AVANZA, moneda
2, 0, -24, -60, -60, -60, -60, -60, -60, 0, 20, 19, 42, 0, 1, 0, 8, 189, 239, JUMP-RIGHT, peligro
2, 0, -24, -60, -60, -60, -60, -60, -60, 0, 20, 19, 42, 0, 1, 0, 6, 189, 239, AVANZA, peligro
2, 0, -24, -60, -60, -60, -60, -60, -60, 0, 20, 19, 42, 0, 1, 0, 6, 189, 239, AVANZA, peligro
2, -24, 0, -60, -60, -60, -60, -60, -60, 0, 20, 19, 43, 0, 1, 0, 6, 188, 239, AVANZA, peligro
2, -24, 0, -60, -60, -60, -60, -60, -60, 0, 20, 19, 43, 0, 1, 0, 6, 188, 239, JUMP-RIGHT, peligro
2, -24, 0, -60, -60, -60, -60, -60, -60, 0, 19, 20, 43, 0, 1, 0, 4, 188, 255, JUMP-RIGHT, peligro
2, 2, 2, -24, -60, 0, -60, -24, -60, 0, 22, 21, 43, 0, 0, 0, 5, 188, 271, JUMP-RIGHT, moneda
0, 0, 2, -24, -60, 0, -60, -24, -60, 0, 20, 23, 43, 0, 0, 0, 6, 188, 303, JUMP-RIGHT, no_danger
0, 0, 2, -24, -60, 0, -60, -24, -60, 0, 20, 23, 43, 0, 0, 0, 7, 188, 303, JUMP-RIGHT, no_danger
2, 2, 2, 0, -60, -24, -60, -24, -60, 0, 20, 23, 44, 0, 0, 0, 7, 188, 303, AVANZA, moneda
2, 2, 2, 0, -60, -24, -60, -24, -60, 0, 20, 23, 44, 0, 0, 0, 6, 188, 303, AVANZA, moneda
2, 2, 2, 0, -60, -24, -60, -24, -60, 0, 20, 23, 44, 0, 0, 0, 6, 188, 303, AVANZA, moneda
2, 2, 2, 0, -60, -24, -60, -24, -60, 0, 20, 23, 44, 0, 0, 0, 6, 188, 303, AVANZA, moneda
2, 2, 2, 0, -60, -24, -60, -24, -60, 0, 20, 23, 44, 0, 0, 0, 6, 188, 303, AVANZA, moneda
2, 0, 2, 0, -60, -24, -60, -24, -60, 0, 19, 24, 44, 0, 0, 0, 6, 188, 319, JUMP-RIGHT, moneda
2, 2, 2, -24, -60, -24, -60, 80, -60, 0, 19, 24, 45, 0, 0, 0, 7, 188, 319, JUMP-RIGHT, moneda
2, 2, 2, -24, -60, -24, -60, 80, -60, 0, 18, 25, 45, 0, 0, 0, 7, 188, 335, AVANZA, moneda
-24, 2, 2, 2, -24, 2, -24, 2, 80, 0, 21, 25, 45, 0, 1, 0, 8, 188, 335, AVANZA, peligro
-24, 0, 2, 0, -24, 2, -24, 2, 80, 0, 19, 27, 45, 0, 1, 0, 8, 187, 367, JUMP-RIGHT, peligro
2, 2, 2, -24, -60, 80, -60, 0, -60, 0, 15, 27, 46, 0, 0, 1, 10, 187, 367, JUMP-RIGHT, peligro
2, 2, 2, -24, -60, 80, -60, 0, -60, 0, 15, 27, 46, 0, 0, 1, 10, 187, 367, JUMP-RIGHT, peligro
2, 0, 2, -24, -60, 80, -60, 0, -60, 0, 14, 28, 46, 0, 0, 1, 10, 187, 383, JUMP-RIGHT, peligro
2, 2, 0, 80, -60, 0, -60, -60, -60, 0, 13, 28, 47, 0, 0, 1, 11, 187, 383, JUMP-RIGHT, peligro
2, 2, 0, 80, -60, 0, -60, -60, -60, 0, 12, 29, 47, 0, 0, 1, 9, 187, 399, AVANZA, peligro
0, 2, 0, 2, 80, 0, 0, 0, -60, 0, 13, 30, 47, 0, 0, 0, 10, 187, 415, JUMP-RIGHT, moneda
0, 0, 0, 0, 0, 0, -60, 0, -60, 0, 10, 32, 48, 0, 0, 0, 11, 187, 447, JUMP-RIGHT, no_danger
0, 0, 0, 0, -60, -60, -60, -60, -60, 0, 10, 32, 48, 0, 0, 0, 13, 187, 447, JUMP-RIGHT, no_danger
0, 0, 0, 80, -60, -60, -60, -60, -60, 0, 10, 32, 48, 0, 0, 1, 13, 187, 447, JUMP-RIGHT, peligro
0, 0, -60, -60, -60, -60, -60, -60, -60, 0, 6, 32, 48, 0, 1, 0, 13, 187, 457, JUMP-RIGHT, peligro
0, 0, 0, -60, -60, -60, -60, -60, -60, 0, 10, 32, 49, 0, 0, 0, 13, 187, 457, AVANZA, no_danger
0, 0, 0, 0, -60, 0, -60, 0, -60, 0, 10, 32, 49, 0, 0, 0, 12, 187, 457, JUMP-RIGHT, no_danger
0, 0, 0, 0, -60, 0, -60, 0, -60, 0, 10, 32, 49, 0, 0, 0, 11, 187, 457, JUMP-RIGHT, no_danger
0, 0, 0, 0, -60, 0, -60, 0, -60, 0, 10, 32, 50, 0, 0, 0, 9, 187, 457, JUMP-RIGHT, no_danger
0, 0, 0, 0, -60, 0, -60, 0, -60, 0, 10, 32, 50, 0, 0, 0, 9, 186, 457, AVANZA, no_danger
0, 0, 0, 0, -60, 0, -60, 0, -60, 0, 10, 32, 50, 0, 0, 0, 9, 186, 457, JUMP-RIGHT, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 0, 13, 32, 51, 0, 0, 0, 9, 186, 457, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 0, 13, 32, 51, 0, 0, 0, 9, 186, 457, JUMP-RIGHT, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 0, 13, 32, 51, 0, 0, 0, 9, 186, 457, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, 0, -60, 0, 15, 32, 52, 0, 0, 0, 9, 186, 457, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, 0, -60, 0, 15, 32, 52, 0, 0, 0, 8, 186, 457, JUMP-RIGHT, no_danger
0, 0, 0, 0, -60, 0, -60, 0, 0, 0, 15, 32, 52, 0, 0, 0, 8, 186, 457, JUMP-RIGHT, no_danger
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 32, 53, 1, 0, 0, 7, 186, 457, JUMP-RIGHT, peligro
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 32, 53, 1, 0, 0, 7, 186, 457, JUMP-RIGHT, peligro
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 32, 53, 1, 0, 0, 5, 186, 457, JUMP-RIGHT, peligro
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 32, 54, 1, 0, 0, 5, 186, 457, AVANZA, peligro
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 32, 54, 1, 0, 0, 5, 186, 457, AVANZA, peligro
0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 15, 32, 54, 0, 0, 0, 4, 186, 457, JUMP-RIGHT, no_danger
0, 0, 0, 0, -60, 80, -60, 80, -60, 0, 13, 32, 55, 0, 0, 1, 4, 186, 457, JUMP-RIGHT, peligro
0, 0, 0, 80, -60, 0, -60, 80, -60, 0, 13, 32, 55, 0, 0, 1, 3, 185, 457, AVANZA, peligro
0, 80, 0, -60, -60, -60, -60, -60, -60, 0, 10, 32, 55, 0, 0, 1, 2, 185, 457, JUMP-RIGHT, peligro
0, 0, 80, -60, -60, -60, -60, -60, -60, 0, 9, 32, 56, 0, 0, 1, 0, 185, 467, AVANZA, peligro
